year;artists;explicit;name;popularity;tempo;artists_song
"2013;Idina Menzel;0;""Let It Go - From """"Frozen""""/Soundtrack Version"";74;136.961;""Idina Menzel - Let It Go - From """"Frozen""""/Soundtrack Version""";;;;;;
2013;Eminem;1;Rap God;77;148.14;Eminem - Rap God
2013;Childish Gambino;1;IV. Sweatpants;72;80.027;Childish Gambino - IV. Sweatpants
2013;Lorde;0;Royals;76;8.487.799.999.999.990;Lorde - Royals
2013;Arctic Monkeys;0;I Wanna Be Yours;78;67.528;Arctic Monkeys - I Wanna Be Yours
2013;B.o.B;1;HeadBand (feat. 2 Chainz);71;97.465;B.o.B - HeadBand (feat. 2 Chainz)
2013;Ariana Grande;0;Santa Baby;74;95.989;Ariana Grande - Santa Baby
2013;Paramore;0;Ain't It Fun;73;104.031;Paramore - Ain't It Fun
2013;Ariana Grande;0;The Way;69;82.324;Ariana Grande - The Way
2013;Arctic Monkeys;0;R U Mine?;79;97.094;Arctic Monkeys - R U Mine?
2013;Luke Bryan;0;That's My Kind Of Night;70;109.995;Luke Bryan - That's My Kind Of Night
2013;Florida Georgia Line;0;This Is How We Roll;69;132.085;Florida Georgia Line - This Is How We Roll
2013;One Direction;0;You & I;78;130.993;One Direction - You & I
2013;Kanye West;1;Bound 2;72;14.891.299.999.999.900;Kanye West - Bound 2
2013;Drake;1;From Time;68;94.391;Drake - From Time
2013;Lil Wayne;1;Love Me;68;124.952;Lil Wayne - Love Me
2013;Kanye West;1;Black Skinhead;74;130.127;Kanye West - Black Skinhead
2013;One Direction;0;Best Song Ever;77;118.491;One Direction - Best Song Ever
2013;Demi Lovato;0;Heart Attack;76;173.968;Demi Lovato - Heart Attack
2013;Ed Sheeran;0;Thinking out Loud;68;78.998;Ed Sheeran - Thinking out Loud
2013;Drake;1;All Me;67;122.006;Drake - All Me
2013;A$AP Ferg;1;Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q);71;130.009;A$AP Ferg - Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)
2013;Cage The Elephant;0;Come a Little Closer;68;14.802.700.000.000.000;Cage The Elephant - Come a Little Closer
2013;Jason Derulo;0;Trumpets;67;8.214.200.000.000.000;Jason Derulo - Trumpets
2013;The Neighbourhood;1;Afraid;74;8.399.600.000.000.000;The Neighbourhood - Afraid
2013;Drake;1;0 To 100 / The Catch Up;71;176.618;Drake - 0 To 100 / The Catch Up
2013;Ariana Grande;0;Last Christmas;73;205.945;Ariana Grande - Last Christmas
2013;Jhené Aiko;1;The Worst;69;94.895;Jhené Aiko - The Worst
2013;Twenty One Pilots;0;Car Radio;73;129.972;Twenty One Pilots - Car Radio
2013;Sara Bareilles;0;Brave;72;185.063;Sara Bareilles - Brave
2013;James Arthur;0;Impossible;79;169.515;James Arthur - Impossible
2013;Ed Sheeran;0;Photograph;67;107.989;Ed Sheeran - Photograph
2013;Eminem;1;The Monster;76;110.049;Eminem - The Monster
2013;Mitski;0;Strawberry Blond;70;77.332;Mitski - Strawberry Blond
2013;Panic! At The Disco;0;This Is Gospel;71;15.607.299.999.999.900;Panic! At The Disco - This Is Gospel
2013;Fall Out Boy;0;My Songs Know What You Did In The Dark (Light Em Up);67;151.99;Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up)
2013;Kacey Musgraves;0;Merry Go 'Round;68;8.695.299.999.999.990;Kacey Musgraves - Merry Go 'Round
2013;Five Finger Death Punch;0;Wrong Side of Heaven;66;150.014;Five Finger Death Punch - Wrong Side of Heaven
2013;Kid Cudi;1;Just What I Am;68;140.009;Kid Cudi - Just What I Am
2013;Lorde;0;Team;75;99.961;Lorde - Team
2013;J. Cole;1;Crooked Smile (feat. TLC);69;80.985;J. Cole - Crooked Smile (feat. TLC)
2013;Blake Shelton;0;Boys 'Round Here (feat. Pistol Annies & Friends);67;169.895;Blake Shelton - Boys 'Round Here (feat. Pistol Annies & Friends)
2013;Katy Perry;0;Dark Horse;75;131.931;Katy Perry - Dark Horse
2013;Daft Punk;0;Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit;77;116.047;Daft Punk - Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit
2013;Marc Anthony;0;Vivir Mi Vida;75;105.018;Marc Anthony - Vivir Mi Vida
2013;Drake;1;Started From the Bottom;66;86.325;Drake - Started From the Bottom
2013;The Front Bottoms;0;Twin Size Mattress;66;144.866;The Front Bottoms - Twin Size Mattress
2013;Jason Derulo;1;Talk Dirty (feat. 2 Chainz);66;100.315;Jason Derulo - Talk Dirty (feat. 2 Chainz)
2013;Avicii;0;Hey Brother;76;125.014;Avicii - Hey Brother
2013;Lady A;0;Downtown;67;16.996.099.999.999.900;Lady A - Downtown
2013;Jeremih;1;All The Time;72;109.823;Jeremih - All The Time
2013;Demi Lovato;0;Really Don't Care;71;121.017;Demi Lovato - Really Don't Care
2013;Katy Perry;0;Roar;75;179.984;Katy Perry - Roar
2013;Twenty One Pilots;0;House of Gold;70;114.948;Twenty One Pilots - House of Gold
2013;Set It Off;0;Partners in Crime (feat. Ash Costello);69;190.109;Set It Off - Partners in Crime (feat. Ash Costello)
2013;Little Big Town;0;Pontoon;65;96.02;Little Big Town - Pontoon
2013;Disclosure;0;You & Me - Flume Remix;67;75.065;Disclosure - You & Me - Flume Remix
2013;Lorde;0;The Love Club;68;92.026;Lorde - The Love Club
2013;PARTYNEXTDOOR;1;Wus Good / Curious;68;8.287.799.999.999.990;PARTYNEXTDOOR - Wus Good / Curious
2013;Tim McGraw;0;Highway Don't Care;64;158.061;Tim McGraw - Highway Don't Care
2013;Ellie Goulding;0;Burn;66;87.016;Ellie Goulding - Burn
2013;Ed Sheeran;0;I See Fire;63;7.603.399.999.999.990;Ed Sheeran - I See Fire
2013;Lana Del Rey;0;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;74;126.052;Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix
2013;Avenged Sevenfold;0;Shepherd of Fire;69;127.935;Avenged Sevenfold - Shepherd of Fire
2013;J. Cole;1;She Knows (feat. Amber Coffman & Cults);67;118.008;J. Cole - She Knows (feat. Amber Coffman & Cults)
2013;Tyler;1;IFHY (feat. Pharrell);67;86.001;Tyler - IFHY (feat. Pharrell)
2013;Avril Lavigne;1;Here's to Never Growing Up;70;165.084;Avril Lavigne - Here's to Never Growing Up
2013;Arctic Monkeys;0;Arabella;74;179.949;Arctic Monkeys - Arabella
2013;Daft Punk;0;Get Lucky (feat. Pharrell Williams & Nile Rodgers);72;116.049;Daft Punk - Get Lucky (feat. Pharrell Williams & Nile Rodgers)
2013;Chance the Rapper;1;Favorite Song;65;155.918;Chance the Rapper - Favorite Song
2013;Justin Timberlake;1;Suit & Tie (feat. Jay-Z);68;101.985;Justin Timberlake - Suit & Tie (feat. Jay-Z)
2013;Rainbow Kitten Surprise;1;Devil Like Me;66;123.082;Rainbow Kitten Surprise - Devil Like Me
2013;Panic! At The Disco;0;Miss Jackson (feat. LOLO);67;8.200.200.000.000.000;Panic! At The Disco - Miss Jackson (feat. LOLO)
2013;Twenty One Pilots;0;Migraine;68;173.995;Twenty One Pilots - Migraine
2013;Chris Young;0;Aw Naw;64;109.971;Chris Young - Aw Naw
2013;Bring Me The Horizon;0;Can You Feel My Heart;65;127.788;Bring Me The Horizon - Can You Feel My Heart
2013;Panic! At The Disco;0;Girls / Girls / Boys;67;144.998;Panic! At The Disco - Girls / Girls / Boys
2013;Lady Gaga;0;Applause;72;139.945;Lady Gaga - Applause
2013;JAY-Z;1;Holy Grail;63;145.082;JAY-Z - Holy Grail
2013;Kelly Clarkson;0;Wrapped in Red;63;123.84;Kelly Clarkson - Wrapped in Red
2013;Kacey Musgraves;0;Follow Your Arrow;64;195.925;Kacey Musgraves - Follow Your Arrow
2013;Daft Punk;0;Instant Crush (feat. Julian Casablancas);75;109.942;Daft Punk - Instant Crush (feat. Julian Casablancas)
2013;AJR;0;I'm Ready;65;78.043;AJR - I'm Ready
2013;Lil Wayne;1;Rich As Fuck;62;130.583;Lil Wayne - Rich As Fuck
2013;The Neighbourhood;0;Wires;70;72.991;The Neighbourhood - Wires
2013;Banda Los Recoditos;0;Mi Último Deseo;70;121.033;Banda Los Recoditos - Mi Último Deseo
2013;Thomas Rhett;0;It Goes Like This;63;16.805.599.999.999.900;Thomas Rhett - It Goes Like This
2013;The 1975;0;Chocolate;63;100.043;The 1975 - Chocolate
2013;Ludovico Einaudi;0;Experience;73;92.468;Ludovico Einaudi - Experience
2013;Sara Bareilles;0;I Choose You;67;15.403.799.999.999.900;Sara Bareilles - I Choose You
2013;The 1975;0;Robbers;65;99.808;The 1975 - Robbers
2013;Frank Sinatra;0;Mistletoe And Holly;64;110.62;Frank Sinatra - Mistletoe And Holly
2013;Backstreet Boys;0;Everybody (Backstreet's Back) - Radio Edit;62;108.021;Backstreet Boys - Everybody (Backstreet's Back) - Radio Edit
2013;Luke Bryan;0;Drink A Beer;64;78.26;Luke Bryan - Drink A Beer
2013;Earl Sweatshirt;1;Chum;66;153.582;Earl Sweatshirt - Chum
2013;A$AP Ferg;1;Shabba (feat. A$AP Rocky);65;120.0;A$AP Ferg - Shabba (feat. A$AP Rocky)
2013;A$AP Rocky;1;Wild for the Night (feat. Skrillex & Birdy Nam Nam);68;139.995;A$AP Rocky - Wild for the Night (feat. Skrillex & Birdy Nam Nam)
2013;Prince Royce;0;Darte un Beso;71;13.996.200.000.000.000;Prince Royce - Darte un Beso
2013;Kanye West;1;Blood On The Leaves;66;17.207.299.999.999.900;Kanye West - Blood On The Leaves
2013;2 Chainz;0;We Own It (Fast & Furious);62;17.196.599.999.999.900;2 Chainz - We Own It (Fast & Furious)
2013;Drake;1;Pound Cake / Paris Morton Music 2;62;164.083;Drake - Pound Cake / Paris Morton Music 2
2013;Rainbow Kitten Surprise;1;First Class;64;89.961;Rainbow Kitten Surprise - First Class
2013;Twenty One Pilots;0;Holding on to You;67;8.999.600.000.000.000;Twenty One Pilots - Holding on to You
2013;Jason Derulo;0;Marry Me;61;105.096;Jason Derulo - Marry Me
2013;One Direction;0;Half a Heart;71;155.954;One Direction - Half a Heart
2013;Ariana Grande;0;Almost Is Never Enough;72;81.328;Ariana Grande - Almost Is Never Enough
2013;J. Cole;1;Forbidden Fruit (feat. Kendrick Lamar);65;110.027;J. Cole - Forbidden Fruit (feat. Kendrick Lamar)
2013;Childish Gambino;1;I. The Worst Guys;64;97.088;Childish Gambino - I. The Worst Guys
2013;The 1975;0;Fallingforyou;63;84.825;The 1975 - Fallingforyou
2013;Britney Spears;1;Work Bitch;71;128.01;Britney Spears - Work Bitch
2013;One Direction;0;Midnight Memories;71;156.128;One Direction - Midnight Memories
2013;Thomas Rhett;0;Get Me Some Of That;62;87.964;Thomas Rhett - Get Me Some Of That
2013;Arctic Monkeys;0;Knee Socks;71;97.975;Arctic Monkeys - Knee Socks
2013;A$AP Rocky;1;Goldie;66;81.956;A$AP Rocky - Goldie
2013;Brett Eldredge;0;Beat of the Music;62;110.001;Brett Eldredge - Beat of the Music
2013;One Direction;0;Right Now;71;120.008;One Direction - Right Now
2013;Arctic Monkeys;0;Snap Out Of It;73;130.014;Arctic Monkeys - Snap Out Of It
2014;Ariana Grande;0;Santa Tell Me;86;191.9;Ariana Grande - Santa Tell Me
2014;J. Cole;1;No Role Modelz;84;100.45;J. Cole - No Role Modelz
2014;Vance Joy;0;Riptide;78;101.654;Vance Joy - Riptide
2014;J. Cole;1;Wet Dreamz;79;17.590.599.999.999.900;J. Cole - Wet Dreamz
2014;Ty Dolla $ign;1;Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix;80;121.97;Ty Dolla $ign - Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix
2014;OneRepublic;0;Counting Stars;74;122.017;OneRepublic - Counting Stars
2014;Hozier;0;Take Me to Church;74;128.945;Hozier - Take Me to Church
2014;Sam Smith;0;Stay With Me;82;84.094;Sam Smith - Stay With Me
2014;WALK THE MOON;0;Shut Up and Dance;80;12.803.799.999.999.900;WALK THE MOON - Shut Up and Dance
2014;James Bay;0;Let It Go;73;147.464;James Bay - Let It Go
2014;One Direction;0;18;81;124.038;One Direction - 18
2014;Sam Smith;0;I'm Not The Only One;82;82.001;Sam Smith - I'm Not The Only One
2014;Labrinth;0;Jealous;79;128.532;Labrinth - Jealous
2014;Maroon 5;1;Sugar;80;120.076;Maroon 5 - Sugar
2014;Taylor Swift;0;Blank Space;71;96.009;Taylor Swift - Blank Space
2014;Sam Hunt;0;House Party;72;103.966;Sam Hunt - House Party
2014;5 Seconds of Summer;0;She Looks So Perfect;71;160.025;5 Seconds of Summer - She Looks So Perfect
2014;Jessie J;0;Bang Bang;79;150.028;Jessie J - Bang Bang
2014;Kenny Chesney;0;American Kids;71;170.097;Kenny Chesney - American Kids
2014;One Direction;0;Night Changes;78;120.001;One Direction - Night Changes
2014;Mac DeMarco;0;Chamber Of Reflection;75;131.037;Mac DeMarco - Chamber Of Reflection
2014;Disclosure;0;Latch;70;121.986;Disclosure - Latch
2014;Pitbull;1;Time of Our Lives;77;124.043;Pitbull - Time of Our Lives
2014;J. Cole;1;G.O.M.D.;73;128.084;J. Cole - G.O.M.D.
2014;Childish Gambino;0;Sober;73;98.094;Childish Gambino - Sober
2014;Bryce Vine;1;Sour Patch Kids;71;7.658.800.000.000.000;Bryce Vine - Sour Patch Kids
2014;Calvin Harris;0;Summer;80;127.949;Calvin Harris - Summer
2014;Taylor Swift;0;Shake It Off;70;160.02;Taylor Swift - Shake It Off
2014;Taylor Swift;0;Wildest Dreams;69;140.06;Taylor Swift - Wildest Dreams
2014;Ariana Grande;0;One Last Time;79;125.026;Ariana Grande - One Last Time
2014;ScHoolboy Q;1;Collard Greens;73;153.954;ScHoolboy Q - Collard Greens
2014;Avicii;0;The Nights;82;125.983;Avicii - The Nights
2014;Hozier;0;Like Real People Do;69;140.01;Hozier - Like Real People Do
2014;Young Money;1;Trophies;72;143.931;Young Money - Trophies
2014;Lee Brice;0;I Don't Dance;69;92.036;Lee Brice - I Don't Dance
2014;One Direction;0;Steal My Girl;78;77.217;One Direction - Steal My Girl
2014;Maroon 5;0;Maps;77;120.032;Maroon 5 - Maps
2014;Nicki Minaj;1;Only;69;179.196;Nicki Minaj - Only
2014;5 Seconds of Summer;0;Amnesia;69;101.593;5 Seconds of Summer - Amnesia
2014;Sam Smith;0;Have Yourself A Merry Little Christmas;75;75.248;Sam Smith - Have Yourself A Merry Little Christmas
2014;Set It Off;0;Wolf in Sheep's Clothing (feat. William Beckett);71;16.506.900.000.000.000;Set It Off - Wolf in Sheep's Clothing (feat. William Beckett)
2014;Calvin Harris;0;Outside (feat. Ellie Goulding);80;128.035;Calvin Harris - Outside (feat. Ellie Goulding)
2014;G-Eazy;1;I Mean It (feat. Remo);73;140.0;G-Eazy - I Mean It (feat. Remo)
2014;Cody Johnson;0;Me and My Kind;68;110.014;Cody Johnson - Me and My Kind
2014;Andy Grammer;0;Honey, I'm Good.;72;122.014;Andy Grammer - Honey, I'm Good.
2014;Glass Animals;0;Gooey;71;183.114;Glass Animals - Gooey
2014;ScHoolboy Q;1;Man Of The Year;71;111.914;ScHoolboy Q - Man Of The Year
2014;Maroon 5;0;Animals;77;189.868;Maroon 5 - Animals
2014;Dierks Bentley;0;Drunk On A Plane;68;205.972;Dierks Bentley - Drunk On A Plane
2014;Sam Hunt;0;Break Up In A Small Town;69;13.604.399.999.999.900;Sam Hunt - Break Up In A Small Town
2014;Colt Ford;0;Workin' on;70;143.952;Colt Ford - Workin' on
2014;J. Cole;1;Love Yourz;70;75.578;J. Cole - Love Yourz
2014;alt-J;0;Left Hand Free;68;101.99;alt-J - Left Hand Free
2014;Little Big Town;0;Girl Crush;69;17.378.799.999.999.900;Little Big Town - Girl Crush
2014;Coldplay;0;A Sky Full of Stars;78;124.97;Coldplay - A Sky Full of Stars
2014;Ariana Grande;0;Love Me Harder;75;98.992;Ariana Grande - Love Me Harder
2014;Nicki Minaj;1;Feeling Myself;67;139.045;Nicki Minaj - Feeling Myself
2014;Hozier;0;Cherry Wine - Live;68;81.876;Hozier - Cherry Wine - Live
2014;Ariana Grande;0;Problem;75;103.008;Ariana Grande - Problem
2014;Chris Brown;1;Loyal (feat. Lil Wayne & Tyga);74;99.059;Chris Brown - Loyal (feat. Lil Wayne & Tyga)
2014;OneRepublic;0;I Lived;67;119.986;OneRepublic - I Lived
2014;J. Cole;1;A Tale of 2 Citiez;69;189.861;J. Cole - A Tale of 2 Citiez
2014;Romeo Santos;0;Propuesta Indecente;76;122.936;Romeo Santos - Propuesta Indecente
2014;J. Cole;1;Apparently;69;133.98;J. Cole - Apparently
2014;Porter Robinson;0;Goodbye To A World;71;95.979;Porter Robinson - Goodbye To A World
2014;Migos;1;Fight Night;68;8.996.799.999.999.990;Migos - Fight Night
2014;Vance Joy;0;Georgia;69;143.554;Vance Joy - Georgia
2014;Ariana Grande;0;Break Free;75;12.995.600.000.000.000;Ariana Grande - Break Free
2014;Nicki Minaj;1;Anaconda;67;129.994;Nicki Minaj - Anaconda
2014;Sam Hunt;0;Make You Miss Me;67;146.005;Sam Hunt - Make You Miss Me
2014;Taylor Swift;0;Style;66;95.021;Taylor Swift - Style
2014;Clean Bandit;0;Rather Be (feat. Jess Glynne);73;120.97;Clean Bandit - Rather Be (feat. Jess Glynne)
2014;Saint Motel;0;My Type;68;118.001;Saint Motel - My Type
2014;Vance Joy;0;Mess Is Mine;68;108.043;Vance Joy - Mess Is Mine
2014;ScHoolboy Q;1;Studio;68;133.922;ScHoolboy Q - Studio
2014;Rascal Flatts;0;I Like The Sound Of That;65;8.997.399.999.999.990;Rascal Flatts - I Like The Sound Of That
2014;Young the Giant;0;Mind Over Matter;69;154.914;Young the Giant - Mind Over Matter
2014;K CAMP;1;Comfortable;67;109.986;K CAMP - Comfortable
2014;Sam Hunt;0;Take Your Time;68;158.031;Sam Hunt - Take Your Time
2014;John Mayer;0;XO;73;173.67;John Mayer - XO
2014;Eric Church;0;Talladega;66;144.001;Eric Church - Talladega
2014;Christina Perri;0;human;66;143.808;Christina Perri - human
2014;Kevin Gates;1;I Don't Get Tired (#IDGT) (feat. August Alsina);65;139.953;Kevin Gates - I Don't Get Tired (#IDGT) (feat. August Alsina)
2014;Slipknot;0;The Devil in I;72;92.027;Slipknot - The Devil in I
2014;Future;1;Codeine Crazy;68;125.98;Future - Codeine Crazy
"2014;The Weeknd;0;""Earned It (Fifty Shades Of Grey) - From The """"Fifty Shades Of Grey"""" Soundtrack"";78;119.844;""The Weeknd - Earned It (Fifty Shades Of Grey) - From The """"Fifty Shades Of Grey"""" Soundtrack""";;;;;;
2014;Usher;1;I Don't Mind (feat. Juicy J);69;112.974;Usher - I Don't Mind (feat. Juicy J)
2014;Jason Aldean;0;Burnin' It Down;64;135.939;Jason Aldean - Burnin' It Down
2014;Banda MS de Sergio Lizárraga;0;Háblame De Ti;72;145.06;Banda MS de Sergio Lizárraga - Háblame De Ti
2014;Saint Motel;0;Cold Cold Man;67;110.978;Saint Motel - Cold Cold Man
2014;Romeo Santos;0;Odio (feat. Drake);72;128.04;Romeo Santos - Odio (feat. Drake)
2014;Romeo Santos;0;Eres Mía;74;123.046;Romeo Santos - Eres Mía
2014;Cole Swindell;0;Chillin' It;65;137.982;Cole Swindell - Chillin' It
2014;Enrique Iglesias;0;Bailando - Spanish Version;67;91.017;Enrique Iglesias - Bailando - Spanish Version
2014;Trey Songz;0;Na Na;64;96.975;Trey Songz - Na Na
2014;Night Lovell;1;Dark Light;72;92.974;Night Lovell - Dark Light
2014;Brantley Gilbert;0;Bottoms Up;64;17.000.599.999.999.900;Brantley Gilbert - Bottoms Up
2014;Taylor Swift;0;Bad Blood;64;170.157;Taylor Swift - Bad Blood
2014;Sam Hunt;0;Leave The Night On;65;171.96;Sam Hunt - Leave The Night On
2014;Theory of a Deadman;0;Angel;68;76.001;Theory of a Deadman - Angel
2014;Wiz Khalifa;1;So High (feat. Ghost Loft);69;157.99;Wiz Khalifa - So High (feat. Ghost Loft)
2014;One Direction;0;No Control;73;142.984;One Direction - No Control
2014;The Script;0;Superheroes;76;16.699.200.000.000.000;The Script - Superheroes
2014;Plan B;0;Candy;67;95.981;Plan B - Candy
2014;Bryce Vine;1;Guilty Pleasure;65;150.058;Bryce Vine - Guilty Pleasure
2014;Idina Menzel;0;Baby It's Cold Outside (duet with Michael Bublé);70;113.401;Idina Menzel - Baby It's Cold Outside (duet with Michael Bublé)
2014;One Direction;0;Stockholm Syndrome;72;120.572;One Direction - Stockholm Syndrome
2014;Hozier;0;Work Song;64;121.412;Hozier - Work Song
2014;Vance Joy;0;Fire and the Flood;67;115.034;Vance Joy - Fire and the Flood
2014;Nicki Minaj;1;The Night Is Still Young;64;128.016;Nicki Minaj - The Night Is Still Young
2014;PARTYNEXTDOOR;1;Recognize (feat. Drake);66;119.499;PARTYNEXTDOOR - Recognize (feat. Drake)
2014;David Guetta;0;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);63;85.979;David Guetta - Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)
2014;Blake Shelton;0;Sangria;64;115.984;Blake Shelton - Sangria
2014;Hozier;0;Someone New;65;183.791;Hozier - Someone New
2014;Miranda Lambert;0;Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood);64;90.076;Miranda Lambert - Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood)
2014;Chris Brown;1;New Flame (feat. Usher & Rick Ross);68;141.967;Chris Brown - New Flame (feat. Usher & Rick Ross)
2014;Mitski;0;Francis Forever;66;101.984;Mitski - Francis Forever
2014;Calvin Harris;0;Blame (feat. John Newman);76;128.024;Calvin Harris - Blame (feat. John Newman)
2014;One Direction;0;Fool's Gold;71;128.001;One Direction - Fool's Gold
2014;YG;1;My Nigga;68;171.043;YG - My Nigga
2014;Kid Ink;1;Show Me (feat. Chris Brown);70;98.098;Kid Ink - Show Me (feat. Chris Brown)
2014;ODESZA;0;Say My Name (feat. Zyra);66;115.048;ODESZA - Say My Name (feat. Zyra)
2014;Lee Brice;0;Drinking Class;63;109.003;Lee Brice - Drinking Class
2014;Hippie Sabotage;0;Your Soul;65;94.46;Hippie Sabotage - Your Soul
2014;ODESZA;0;Sun Models (feat. Madelyn Grant);66;120.001;ODESZA - Sun Models (feat. Madelyn Grant)
2014;J. Cole;1;Fire Squad;65;17.542.700.000.000.000;J. Cole - Fire Squad
2014;Dan + Shay;0;Nothin' Like You;64;84.956;Dan + Shay - Nothin' Like You
2014;Coldplay;0;Magic;73;93.457;Coldplay - Magic
2014;Lana Del Rey;1;Brooklyn Baby;70;107.747;Lana Del Rey - Brooklyn Baby
2014;James Bay;0;Hold Back The River;64;134.923;James Bay - Hold Back The River
2014;Spoon;0;Inside Out;62;176.016;Spoon - Inside Out
2014;Ed Sheeran;0;Don't;72;95.049;Ed Sheeran - Don't
2014;Jacquees;1;Come Thru;64;111.996;Jacquees - Come Thru
2014;Florida Georgia Line;0;Anything Goes;63;154.007;Florida Georgia Line - Anything Goes
2014;Wiz Khalifa;1;We Dem Boyz;67;13.002.100.000.000.000;Wiz Khalifa - We Dem Boyz
2014;Nicki Minaj;1;Pills N Potions;62;169.658;Nicki Minaj - Pills N Potions
2014;Mitski;0;First Love / Late Spring;65;99.914;Mitski - First Love / Late Spring
2014;I Prevail;0;Blank Space;65;194.073;I Prevail - Blank Space
2014;Eminem;1;Lose Yourself;64;171.403;Eminem - Lose Yourself
2015;The Neighbourhood;0;Daddy Issues;86;85.012;The Neighbourhood - Daddy Issues
2015;Tame Impala;1;The Less I Know The Better;85;116.879;Tame Impala - The Less I Know The Better
2015;Chris Stapleton;0;Tennessee Whiskey;79;48.718;Chris Stapleton - Tennessee Whiskey
2015;Lord Huron;0;The Night We Met;76;8.699.700.000.000.000;Lord Huron - The Night We Met
2015;The Weeknd;1;The Hills;83;113.003;The Weeknd - The Hills
2015;Bryson Tiller;1;Don't;79;96.991;Bryson Tiller - Don't
2015;Melanie Martinez;1;Play Date;85;123.97;Melanie Martinez - Play Date
2015;Bryson Tiller;1;Exchange;78;160.108;Bryson Tiller - Exchange
2015;Thomas Rhett;0;Die A Happy Man;75;16.605.200.000.000.000;Thomas Rhett - Die A Happy Man
2015;blackbear;1;idfc;80;144.871;blackbear - idfc
2015;Mac Miller;1;Weekend (feat. Miguel);76;120.058;Mac Miller - Weekend (feat. Miguel)
2015;$uicideBoy$;1;Kill Yourself (Part III);79;105.977;$uicideBoy$ - Kill Yourself (Part III)
2015;Twenty One Pilots;0;Stressed Out;84;169.977;Twenty One Pilots - Stressed Out
2015;Rae Sremmurd;1;Come Get Her;77;185.023;Rae Sremmurd - Come Get Her
2015;Fall Out Boy;0;Centuries;81;176.042;Fall Out Boy - Centuries
2015;Big Sean;1;I Don't Fuck With You;75;97.972;Big Sean - I Don't Fuck With You
2015;Twenty One Pilots;0;Ride;81;7.498.899.999.999.990;Twenty One Pilots - Ride
2015;Cody Jinks;0;Loud and Heavy;73;81.978;Cody Jinks - Loud and Heavy
2015;Jeremih;0;oui;75;78.521;Jeremih - oui
2015;Leslie Odom Jr.;0;Alexander Hamilton;75;131.995;Leslie Odom Jr. - Alexander Hamilton
2015;Fetty Wap;1;679 (feat. Remy Boyz);77;190.05;Fetty Wap - 679 (feat. Remy Boyz)
2015;Morgan Wallen;0;Spin You Around;72;150.004;Morgan Wallen - Spin You Around
2015;Alessia Cara;0;Scars To Your Beautiful;73;97.085;Alessia Cara - Scars To Your Beautiful
2015;A$AP Rocky;1;L$D;76;120.064;A$AP Rocky - L$D
2015;Fetty Wap;1;Trap Queen;74;148.075;Fetty Wap - Trap Queen
2015;Cavetown;0;This Is Home;76;13.004.399.999.999.900;Cavetown - This Is Home
2015;Wiz Khalifa;0;See You Again (feat. Charlie Puth);82;80.025;Wiz Khalifa - See You Again (feat. Charlie Puth)
2015;Travis Scott;1;90210 (feat. Kacy Hill);75;81.404;Travis Scott - 90210 (feat. Kacy Hill)
2015;Justin Bieber;0;Love Yourself;82;100.418;Justin Bieber - Love Yourself
2015;Lin-Manuel Miranda;1;My Shot;74;180.466;Lin-Manuel Miranda - My Shot
2015;Travis Scott;1;Antidote;77;131.05;Travis Scott - Antidote
2015;Meghan Trainor;0;Like I'm Gonna Lose You (feat. John Legend);80;108.038;Meghan Trainor - Like I'm Gonna Lose You (feat. John Legend)
2015;Rihanna;0;FourFiveSeconds;79;205.846;Rihanna - FourFiveSeconds
2015;Cavetown;0;Devil Town;76;99.969;Cavetown - Devil Town
2015;Leslie Odom Jr.;0;Wait for It;74;8.653.399.999.999.990;Leslie Odom Jr. - Wait for It
2015;The Weeknd;0;Can't Feel My Face;79;107.949;The Weeknd - Can't Feel My Face
2015;$uicideBoy$;1;Paris;76;106.075;$uicideBoy$ - Paris
2015;Justin Bieber;0;Sorry;82;99.945;Justin Bieber - Sorry
2015;The Weeknd;1;Often;77;134.078;The Weeknd - Often
2015;Kodak Black;1;No Flockin';71;117.532;Kodak Black - No Flockin'
2015;Lin-Manuel Miranda;0;Aaron Burr, Sir;73;160.387;Lin-Manuel Miranda - Aaron Burr, Sir
2015;Beach House;0;Space Song;70;147.067;Beach House - Space Song
2015;$uicideBoy$;1;Runnin' Thru The 7th With My Woadies;74;112.027;$uicideBoy$ - Runnin' Thru The 7th With My Woadies
2015;One Direction;0;Drag Me Down;81;138.113;One Direction - Drag Me Down
2015;Flo Rida;0;My House;76;94.006;Flo Rida - My House
2015;Rae Sremmurd;1;This Could Be Us;74;143.072;Rae Sremmurd - This Could Be Us
