year;artists;explicit;name;popularity;tempo;artists_song
2003;Grateful Dead;0;Friend of the Devil - 2001 Remaster;44;103.331;Grateful Dead - Friend of the Devil - 2001 Remaster
2003;Blake Shelton;0;The Baby;45;86.406;Blake Shelton - The Baby
2003;Johnny Cash;0;Long Black Veil;48;108.3;Johnny Cash - Long Black Veil
2003;Immortal Technique;1;You Never Know;47;15.602.200.000.000.000;Immortal Technique - You Never Know
2003;Beyoncé;0;Speechless;46;112.708;Beyoncé - Speechless
2003;Dropkick Murphys;0;The Dirty Glass;51;142.961;Dropkick Murphys - The Dirty Glass
2003;AFI;0;Dancing Through Sunday;47;114.078;AFI - Dancing Through Sunday
2003;blink-182;0;I'm Lost Without You;50;85.445;blink-182 - I'm Lost Without You
2004;Flogging Molly;0;Seven Deadly Sins;51;159.971;Flogging Molly - Seven Deadly Sins
2004;Underoath;0;It's Dangerous Business Walking Out Your Front Door;49;134.85;Underoath - It's Dangerous Business Walking Out Your Front Door
2004;Sergio Vega El Shaka;0;Me Gusta Estar Contigo;54;105.789;Sergio Vega El Shaka - Me Gusta Estar Contigo
2004;Lil Wayne;1;Bring It Back;47;8.597.399.999.999.990;Lil Wayne - Bring It Back
2004;Ja Rule;1;Wonderful;61;92.68;Ja Rule - Wonderful
2004;Creed;0;With Arms Wide Open;48;138.917;Creed - With Arms Wide Open
2004;Green Day;1;Homecoming;54;123.709;Green Day - Homecoming
2004;Twista;1;Sunshine (feat. Anthony Hamilton);56;98.523;Twista - Sunshine (feat. Anthony Hamilton)
2004;Andrew Lloyd Webber;0;Overture;51;121.398;Andrew Lloyd Webber - Overture
2004;The Strokes;0;Modern Girls & Old Fashion Men;51;110.921;The Strokes - Modern Girls & Old Fashion Men
2004;Avril Lavigne;0;Don't Tell Me;59;144.106;Avril Lavigne - Don't Tell Me
2004;Good Charlotte;0;I Just Wanna Live;59;111.033;Good Charlotte - I Just Wanna Live
2004;Shania Twain;0;Any Man Of Mine;51;7.823.100.000.000.000;Shania Twain - Any Man Of Mine
2004;Madvillain;1;Bistro;51;8.497.399.999.999.990;Madvillain - Bistro
2004;Senses Fail;1;Lady in a Blue Dress;47;156.986;Senses Fail - Lady in a Blue Dress
2004;Lamb of God;1;The Faded Line;51;107.092;Lamb of God - The Faded Line
2004;Killswitch Engage;0;Rose of Sharyn;50;90.994;Killswitch Engage - Rose of Sharyn
2004;Ray LaMontagne;0;Shelter;48;116.871;Ray LaMontagne - Shelter
2004;Ja Rule;1;New York;54;93.221;Ja Rule - New York
2004;Grupo Laberinto;0;La Coqueta;50;98.953;Grupo Laberinto - La Coqueta
2004;Usher;0;That's What It's Made For;49;131.904;Usher - That's What It's Made For
2004;Jay Chou;0;七里香;56;142.132;Jay Chou - 七里香
2004;Eminem;1;Mosh;52;72.532;Eminem - Mosh
2004;JAY-Z;1;Jigga What / Faint;55;133.63;JAY-Z - Jigga What / Faint
2004;Usher;0;Burn - Radio Mix;56;119.904;Usher - Burn - Radio Mix
2004;George Strait;0;Baby Blue;47;130.644;George Strait - Baby Blue
2004;U2;0;City Of Blinding Lights;60;139.172;U2 - City Of Blinding Lights
2004;Alabama;0;Song of the South;47;162.218;Alabama - Song of the South
2004;Jay Chou;0;擱淺;58;122.71;Jay Chou - 擱淺
2004;George Strait;0;A Fire I Can't Put Out;46;108.687;George Strait - A Fire I Can't Put Out
2004;Sum 41;0;We're All To Blame;54;80.396;Sum 41 - We're All To Blame
2004;Ludacris;1;The Potion;49;97.733;Ludacris - The Potion
2004;Andrew Lloyd Webber;0;The Mirror (Angel Of Music);50;125.208;Andrew Lloyd Webber - The Mirror (Angel Of Music)
2004;Andrew Lloyd Webber;0;Wishing You Were Somehow Here Again;50;83.273;Andrew Lloyd Webber - Wishing You Were Somehow Here Again
2004;Usher;0;Seduction;49;12.806.799.999.999.900;Usher - Seduction
2004;Norah Jones;0;The Long Way Home;56;136.901;Norah Jones - The Long Way Home
2004;Eminem;1;Crazy In Love;53;80.003;Eminem - Crazy In Love
2004;Alabama;0;Tennessee River;46;95.381;Alabama - Tennessee River
2004;Muse;0;Butterflies and Hurricanes;57;115.326;Muse - Butterflies and Hurricanes
2004;Green Day;1;Extraordinary Girl / Letterbomb;53;137.921;Green Day - Extraordinary Girl / Letterbomb
2004;Ludacris;1;Number One Spot;46;146.7;Ludacris - Number One Spot
2004;Interpol;0;C’mere;56;125.357;Interpol - C’mere
2004;Jesús Adrián Romero;0;De Tal Manera;55;127.921;Jesús Adrián Romero - De Tal Manera
2004;Usher;0;Throwback (feat. Jadakiss);49;84.488;Usher - Throwback (feat. Jadakiss)
2004;A Perfect Circle;0;Imagine;51;7.301.899.999.999.990;A Perfect Circle - Imagine
2004;MF DOOM;1;Beef Rap;49;91.65;MF DOOM - Beef Rap
2004;Grupo Bryndis;0;La Última Canción;52;82.412;Grupo Bryndis - La Última Canción
2004;RBD;0;Otro Día Que Va;61;132.996;RBD - Otro Día Que Va
2004;Maroon 5;0;Sunday Morning - Acoustic;61;8.276.700.000.000.000;Maroon 5 - Sunday Morning - Acoustic
2004;Usher;0;Superstar - Interlude;48;140.07;Usher - Superstar - Interlude
2004;Rammstein;0;REISE, REISE;51;130.065;Rammstein - REISE, REISE
2004;George Strait;0;She'll Leave You With A Smile - Edit;45;97.991;George Strait - She'll Leave You With A Smile - Edit
2004;Sufjan Stevens;0;The Dress Looks Nice on You;50;127.798;Sufjan Stevens - The Dress Looks Nice on You
2004;Los Temerarios;0;La Diferencia;50;85.928;Los Temerarios - La Diferencia
2004;Avril Lavigne;0;Slipped Away;55;160.761;Avril Lavigne - Slipped Away
2004;Waylon Jennings;0;Just to Satisfy You;47;151.033;Waylon Jennings - Just to Satisfy You
2004;Madvillain;1;Great Day;49;86.163;Madvillain - Great Day
2004;Incubus;0;Talk Shows on Mute;52;114.072;Incubus - Talk Shows on Mute
2004;Los Tucanes De Tijuana;0;La Troca;49;200.096;Los Tucanes De Tijuana - La Troca
2004;Daddy Yankee;0;Dale Caliente;58;95.995;Daddy Yankee - Dale Caliente
2004;George Strait;0;Ocean Front Property - Edit;45;78.303;George Strait - Ocean Front Property - Edit
2004;Andrew Lloyd Webber;0;Masquerade;50;74.439;Andrew Lloyd Webber - Masquerade
2004;Z-Ro;1;I Hate U B***h;45;77.438;Z-Ro - I Hate U B***h
2004;Madvillain;1;Strange Ways;50;89.811;Madvillain - Strange Ways
2004;Alabama;0;Born Country;46;83.579;Alabama - Born Country
2004;Alter Bridge;0;Open Your Eyes;55;16.239.700.000.000.000;Alter Bridge - Open Your Eyes
2004;George Strait;0;All My Ex's Live In Texas;45;130.517;George Strait - All My Ex's Live In Texas
2004;Jimmy Eat World;0;23;48;14.097.799.999.999.900;Jimmy Eat World - 23
2004;Jill Scott;0;Cross My Mind;44;146.077;Jill Scott - Cross My Mind
2004;Senses Fail;0;Rum Is for Drinking, Not for Burning;46;100.893;Senses Fail - Rum Is for Drinking, Not for Burning
2004;Nightwish;0;Nemo;49;125.042;Nightwish - Nemo
2004;Interpol;0;Slow Hands;53;141.934;Interpol - Slow Hands
2004;Chevelle;0;Get Some;46;101.912;Chevelle - Get Some
2004;JAY-Z;1;Izzo / In the End;53;92.332;JAY-Z - Izzo / In the End
2004;Breaking Benjamin;0;Rain;51;124.826;Breaking Benjamin - Rain
2004;John Williams;0;Lumos! (Hedwig's Theme);52;133.89;John Williams - Lumos! (Hedwig's Theme)
2004;Wolfgang Amadeus Mozart;0;Le nozze di Figaro, K. 492: Sinfonia;54;145.162;Wolfgang Amadeus Mozart - Le nozze di Figaro, K. 492: Sinfonia
2004;Arcade Fire;0;Neighborhood #3 (Power Out);52;119.87;Arcade Fire - Neighborhood #3 (Power Out)
2004;Norah Jones;0;Creepin' In;55;113.108;Norah Jones - Creepin' In
2004;Madvillain;1;Money Folder;49;92.585;Madvillain - Money Folder
2004;Los Temerarios;0;Ni en Defensa Propia;50;15.619.899.999.999.900;Los Temerarios - Ni en Defensa Propia
2004;Ivy Queen;0;Quiero Saber;60;95.018;Ivy Queen - Quiero Saber
2004;Blake Shelton;0;Nobody but Me;46;81.016;Blake Shelton - Nobody but Me
2004;Daddy Yankee;0;Salud y Vida;59;100.011;Daddy Yankee - Salud y Vida
2004;Avril Lavigne;0;Fall To Pieces;55;17.808.599.999.999.900;Avril Lavigne - Fall To Pieces
2004;Eminem;1;Yellow Brick Road;51;8.446.600.000.000.000;Eminem - Yellow Brick Road
2004;John Williams;0;Buckbeak's Flight;52;8.978.299.999.999.990;John Williams - Buckbeak's Flight
2004;Lil Jon;1;Toma;47;119.914;Lil Jon - Toma
2004;Los Tigres Del Norte;0;José Pérez León;54;135.988;Los Tigres Del Norte - José Pérez León
2004;Waylon Jennings;0;I've Always Been Crazy;45;109.864;Waylon Jennings - I've Always Been Crazy
2004;Shania Twain;0;Forever And For Always - Pop Red Edit;51;85.992;Shania Twain - Forever And For Always - Pop Red Edit
2004;George Strait;0;True - Edit;45;115.308;George Strait - True - Edit
2004;Madvillain;1;Sickfit;49;95.033;Madvillain - Sickfit
2004;Rammstein;0;MOSKAU;50;14.799.200.000.000.000;Rammstein - MOSKAU
2004;Alter Bridge;0;In Loving Memory;56;140.498;Alter Bridge - In Loving Memory
2004;George Strait;0;Right Or Wrong;44;103.341;George Strait - Right Or Wrong
2004;Mario;1;How Could You;46;122.005;Mario - How Could You
2004;Taking Back Sunday;0;Set Phasers To Stun;45;166.982;Taking Back Sunday - Set Phasers To Stun
2004;The Black Keys;0;10 A.M. Automatic;48;122.582;The Black Keys - 10 A.M. Automatic
2004;Los Temerarios;0;Renunciacion;49;14.205.700.000.000.000;Los Temerarios - Renunciacion
2004;Keith Urban;0;Better Life;47;104.942;Keith Urban - Better Life
2004;Simple Plan;0;Me Against the World;44;132.509;Simple Plan - Me Against the World
2004;Lil Wayne;1;BM J.R.;45;159.982;Lil Wayne - BM J.R.
2004;Rascal Flatts;0;Feels Like Today;45;170.093;Rascal Flatts - Feels Like Today
2004;Los Players;0;Ya Para Qué (Para Qué);46;134.423;Los Players - Ya Para Qué (Para Qué)
2004;Marc Anthony;0;Volando Entre Tus Brazos - Salsa Version;55;101.19;Marc Anthony - Volando Entre Tus Brazos - Salsa Version
2004;John Williams;0;Secrets of the Castle;51;57.394;John Williams - Secrets of the Castle
2004;Jesse McCartney;0;She's No You;47;89.868;Jesse McCartney - She's No You
2004;Kanye West;1;Workout Plan;48;115.114;Kanye West - Workout Plan
2004;Eminem;1;Encore/Curtains Down;51;173.951;Eminem - Encore/Curtains Down
2005;Fall Out Boy;0;7 Minutes In Heaven (Atavan Halen);51;186.341;Fall Out Boy - 7 Minutes In Heaven (Atavan Halen)
2005;Big & Rich;0;8th of November;48;169.11;Big & Rich - 8th of November
2005;Common;1;Be (Intro);52;93.703;Common - Be (Intro)
2005;Chris Brown;0;Gimme That Remix (feat. Lil' Wayne);55;116.186;Chris Brown - Gimme That Remix (feat. Lil' Wayne)
2005;Shinedown;0;I Dare You;50;107.013;Shinedown - I Dare You
2005;Makaveli;1;Hail Mary;65;81.947;Makaveli - Hail Mary
2005;Wisin & Yandel;0;Llamé Pa' Verte (Bailando Sexy);60;95.017;Wisin & Yandel - Llamé Pa' Verte (Bailando Sexy)
2005;Daryl Hall & John Oates;0;Out of Touch - Single Version;55;115.023;Daryl Hall & John Oates - Out of Touch - Single Version
2005;Fall Out Boy;0;Champagne For My Real Friends, Real Pain For My Sham Friends;51;160.153;Fall Out Boy - Champagne For My Real Friends, Real Pain For My Sham Friends
2005;Foo Fighters;0;No Way Back;57;186.438;Foo Fighters - No Way Back
2005;The Mountain Goats;0;Going to Georgia;49;118.382;The Mountain Goats - Going to Georgia
2005;RBD;0;Tras De Mí;64;115.036;RBD - Tras De Mí
2005;Michael Jackson;0;The Way You Make Me Feel - Single Version;56;171.76;Michael Jackson - The Way You Make Me Feel - Single Version
2005;Eminem;1;FACK;56;124.213;Eminem - FACK
2005;Paramore;0;Here We Go Again;53;120.012;Paramore - Here We Go Again
2005;Aventura;0;Ciego De Amor - Featuring Anthony Santos;55;130.887;Aventura - Ciego De Amor - Featuring Anthony Santos
2005;Valentín Elizalde;0;Quiero Charlar Con La Muerte;55;105.125;Valentín Elizalde - Quiero Charlar Con La Muerte
2005;Death Cab for Cutie;0;Marching Bands of Manhattan;47;200.273;Death Cab for Cutie - Marching Bands of Manhattan
2005;Gorillaz;0;Demon Days;54;125.198;Gorillaz - Demon Days
2005;Queens of the Stone Age;0;Burn The Witch;49;125.248;Queens of the Stone Age - Burn The Witch
"2005;Jean-Yves Thibaudet;0;""Leaving Netherfield - From """"Pride & Prejudice"""" Soundtrack"";48;103.928;""Jean-Yves Thibaudet - Leaving Netherfield - From """"Pride & Prejudice"""" Soundtrack""";;;;;;
2005;Kanye West;1;My Way Home;50;86.965;Kanye West - My Way Home
2005;A.B. Quintanilla III Y Los Kumbia Kings;0;Fuiste Mala;54;172.019;A.B. Quintanilla III Y Los Kumbia Kings - Fuiste Mala
2005;Carrie Underwood;0;Don't Forget to Remember Me;49;7.860.600.000.000.000;Carrie Underwood - Don't Forget to Remember Me
2005;Black Label Society;0;Fire It Up;52;92.415;Black Label Society - Fire It Up
2005;Sufjan Stevens;0;The Predatory Wasp of The Palisades Is Out To Get Us;51;153.132;Sufjan Stevens - The Predatory Wasp of The Palisades Is Out To Get Us
"2005;Jean-Yves Thibaudet;0;""Arrival To Netherfield - From """"Pride & Prejudice"""" Soundtrack"";48;8.942.299.999.999.990;""Jean-Yves Thibaudet - Arrival To Netherfield - From """"Pride & Prejudice"""" Soundtrack""";;;;;;
2005;Tally Hall;0;Banana Man;50;113.158;Tally Hall - Banana Man
2005;System Of A Down;1;Stealing Society;53;93.284;System Of A Down - Stealing Society
2005;Sufjan Stevens;0;They Are Night Zombies!! They Are Neighbors!! They Have Come Back From the Dead!! Ahhhh!;52;94.986;Sufjan Stevens - They Are Night Zombies!! They Are Neighbors!! They Have Come Back From the Dead!! Ahhhh!
2005;System Of A Down;0;Tentative;53;158.618;System Of A Down - Tentative
2005;Jeezy;1;Bottom Of The Map;47;154.059;Jeezy - Bottom Of The Map
2005;Ludacris;1;Georgia;48;88.976;Ludacris - Georgia
2005;Kanye West;1;Celebration;50;79.992;Kanye West - Celebration
2005;Black Label Society;0;In This River;53;8.322.399.999.999.990;Black Label Society - In This River
2005;Sean Paul;0;Give It Up to Me;57;95.991;Sean Paul - Give It Up to Me
2005;Fred Mollin;0;Hush Little Baby/Rock-A-Bye Baby - Instrumental;52;135.874;Fred Mollin - Hush Little Baby/Rock-A-Bye Baby - Instrumental
2005;Silversun Pickups;0;Kissing Families;50;117.274;Silversun Pickups - Kissing Families
2005;Lil Wayne;1;Mo Fire;48;145.953;Lil Wayne - Mo Fire
2005;Paramore;0;Brighter;53;146.982;Paramore - Brighter
2005;Jay Chou;0;一路向北;58;133.917;Jay Chou - 一路向北
2005;Pesado;0;Te quiero, te amo;57;134.112;Pesado - Te quiero, te amo
2005;Mudvayne;0;Fall Into Sleep;49;146.11;Mudvayne - Fall Into Sleep
2005;K-Paz De La Sierra;0;Pero Te Vas A Arrepentir;50;130.014;K-Paz De La Sierra - Pero Te Vas A Arrepentir
2005;John Legend;0;Used to Love U;54;8.798.200.000.000.000;John Legend - Used to Love U
2005;Dierks Bentley;0;Settle For A Slowdown;47;80.975;Dierks Bentley - Settle For A Slowdown
2005;Ricardo Arjona;0;Acompáñame a Estar Solo;63;172.882;Ricardo Arjona - Acompáñame a Estar Solo
2005;Death Cab for Cutie;0;Brothers on a Hotel Bed;46;15.870.600.000.000.000;Death Cab for Cutie - Brothers on a Hotel Bed
2005;Enya;0;Sumiregusa (Wild Violet);56;79.669;Enya - Sumiregusa (Wild Violet)
2005;The White Stripes;0;My Doorbell;55;97.083;The White Stripes - My Doorbell
2005;Twista;1;Hope;58;106.913;Twista - Hope
2005;Beck;0;Que' Onda Guero;48;95.811;Beck - Que' Onda Guero
2005;Boards of Canada;0;Dayvan Cowboy;55;167.95;Boards of Canada - Dayvan Cowboy
2005;George Strait;0;The Seashores Of Old Mexico;48;156.938;George Strait - The Seashores Of Old Mexico
2005;3 Doors Down;0;Landing In London;48;147.376;3 Doors Down - Landing In London
2005;Disturbed;0;Deify;53;104.97;Disturbed - Deify
2005;Dave Matthews Band;0;American Baby;47;120.741;Dave Matthews Band - American Baby
2005;As I Lay Dying;0;Through Struggle;52;180.372;As I Lay Dying - Through Struggle
2005;Disturbed;0;Sons of Plunder;53;99.928;Disturbed - Sons of Plunder
2005;Gorillaz;0;Don't Get Lost in Heaven;53;124.982;Gorillaz - Don't Get Lost in Heaven
2005;Kanye West;1;Bring Me Down;50;111.278;Kanye West - Bring Me Down
2005;Coheed and Cambria;1;Wake Up;51;72.015;Coheed and Cambria - Wake Up
2005;Elefante;0;Si Tú Quieres;65;132.379;Elefante - Si Tú Quieres
2005;Patrulla 81;0;Ya No Puedo Olvidarte;49;150.499;Patrulla 81 - Ya No Puedo Olvidarte
2005;Lil Wayne;1;Receipt;48;174.067;Lil Wayne - Receipt
2005;Danny Elfman;0;Tears to Shed;52;91.51;Danny Elfman - Tears to Shed
2005;Pretty Ricky;1;Juicy (feat. Static Major);48;120.042;Pretty Ricky - Juicy (feat. Static Major)
2005;Brandy;0;Brokenhearted (feat. Wanya Morris) - Single Version;46;14.975.799.999.999.900;Brandy - Brokenhearted (feat. Wanya Morris) - Single Version
2005;Chris Brown;0;Ain't No Way (You Won't Love Me);51;93.003;Chris Brown - Ain't No Way (You Won't Love Me)
2005;Lil Wayne;1;I'm A Dboy;48;87.973;Lil Wayne - I'm A Dboy
2005;Rammstein;0;ROSENROT;53;114.072;Rammstein - ROSENROT
2005;Trace Adkins;0;Arlington;47;76.755;Trace Adkins - Arlington
2005;Makaveli;1;Krazy;51;81.908;Makaveli - Krazy
2005;System Of A Down;1;She's Like Heroin;52;193.655;System Of A Down - She's Like Heroin
2005;Fall Out Boy;0;XO;49;131.333;Fall Out Boy - XO
2005;Seether;0;The Gift;50;113.289;Seether - The Gift
2005;Shakira;0;No (feat. Gustavo Cerati);63;131.989;Shakira - No (feat. Gustavo Cerati)
2005;Coheed and Cambria;0;Ten Speed (Of God's Blood & Burial);48;156.942;Coheed and Cambria - Ten Speed (Of God's Blood & Burial)
2005;Dave Matthews Band;0;Dreamgirl;46;102.032;Dave Matthews Band - Dreamgirl
2005;John Prine;0;Long Monday;48;77.266;John Prine - Long Monday
2005;Dropkick Murphys;0;The Warrior's Code;54;90.957;Dropkick Murphys - The Warrior's Code
2005;Gucci Mane;1;Icy;46;92.098;Gucci Mane - Icy
2005;Wisin & Yandel;0;Mayor Que Yo;57;89.936;Wisin & Yandel - Mayor Que Yo
2005;The Mountain Goats;0;Up the Wolves;49;157.547;The Mountain Goats - Up the Wolves
2005;Mindless Self Indulgence;0;Stupid MF;47;151.972;Mindless Self Indulgence - Stupid MF
2005;Webbie;1;What is It;46;160.002;Webbie - What is It
2005;Death Cab for Cutie;0;Summer Skin;46;91.584;Death Cab for Cutie - Summer Skin
2005;Twista;1;Girl Tonite (feat. Trey Songz);48;14.852.200.000.000.000;Twista - Girl Tonite (feat. Trey Songz)
2005;Enya;0;The River Sings;55;101.366;Enya - The River Sings
2005;As I Lay Dying;0;Confined;51;8.562.899.999.999.990;As I Lay Dying - Confined
2005;Patrick Doyle;0;Neville's Waltz;53;95.624;Patrick Doyle - Neville's Waltz
2005;Coldplay;0;X&Y;56;153.24;Coldplay - X&Y
2005;Coldplay;0;Swallowed in the Sea;54;142.1;Coldplay - Swallowed in the Sea
2005;Coldplay;0;The Hardest Part;61;123.721;Coldplay - The Hardest Part
2005;Kings of Leon;1;Taper Jean Girl;52;124.128;Kings of Leon - Taper Jean Girl
2005;Tally Hall;0;Spring and a Storm;48;137.671;Tally Hall - Spring and a Storm
2005;Lil Wayne;1;Tha Mobb;47;149.226;Lil Wayne - Tha Mobb
2005;Gorillaz;0;White Light;53;154.845;Gorillaz - White Light
2005;Kenny Chesney;0;Boston;46;165.831;Kenny Chesney - Boston
2005;Common;1;The Corner;49;156.412;Common - The Corner
2005;Beck;0;Scarecrow;46;110.001;Beck - Scarecrow
2005;Grupo Bryndis;0;Olvidemos Nuestro Orgullo;53;162.425;Grupo Bryndis - Olvidemos Nuestro Orgullo
2005;Gojira;0;The Heaviest Matter Of The Universe;47;103.102;Gojira - The Heaviest Matter Of The Universe
2005;Aesop Rock;1;Preservation;50;87.883;Aesop Rock - Preservation
2005;Michael Bublé;0;You and I;47;115.305;Michael Bublé - You and I
2005;Jay Chou;0;夜曲;56;86.984;Jay Chou - 夜曲
2005;System Of A Down;0;Soldier Side - Intro;55;129.684;System Of A Down - Soldier Side - Intro
2005;Gary Allan;0;Life Ain't Always Beautiful;46;8.601.299.999.999.990;Gary Allan - Life Ain't Always Beautiful
2005;Kirk Franklin;0;Looking for You;48;121.984;Kirk Franklin - Looking for You
2005;Fall Out Boy;0;Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows);49;126.044;Fall Out Boy - Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows)
2005;The Pussycat Dolls;0;I Don't Need A Man;48;105.844;The Pussycat Dolls - I Don't Need A Man
2005;As I Lay Dying;0;The Darkest Nights;51;17.500.599.999.999.900;As I Lay Dying - The Darkest Nights
2005;Black Eyed Peas;0;Don't Lie;48;89.882;Black Eyed Peas - Don't Lie
2006;John Mayer;0;In Repair;53;145.079;John Mayer - In Repair
2006;Brand New;0;Degausser;48;143.851;Brand New - Degausser
2006;Justin Timberlake;1;LoveStoned / I Think She Knows (Interlude);57;121.243;Justin Timberlake - LoveStoned / I Think She Knows (Interlude)
2006;Rise Against;0;The Good Left Undone;50;197.022;Rise Against - The Good Left Undone
2006;Hans Zimmer;0;Chevaliers De Sangreal;61;110.877;Hans Zimmer - Chevaliers De Sangreal
2006;Conjunto Primavera;0;Ese;56;143.906;Conjunto Primavera - Ese
2006;Ramon Ayala Y Sus Bravos Del Norte;0;Cuando Yo Era Un Jovencito;48;7.869.800.000.000.000;Ramon Ayala Y Sus Bravos Del Norte - Cuando Yo Era Un Jovencito
2006;Danny Elfman;0;This is Halloween;50;165.988;Danny Elfman - This is Halloween
2006;Escape the Fate;0;My Apocalypse;53;129.328;Escape the Fate - My Apocalypse
2006;My Chemical Romance;1;Blood - Hidden Track;53;123.497;My Chemical Romance - Blood - Hidden Track
2006;Grupo Laberinto;0;Tarahumara;52;121.891;Grupo Laberinto - Tarahumara
2006;Rihanna;0;Break It Off;50;133.966;Rihanna - Break It Off
2006;Arctic Monkeys;0;Perhaps Vampires Is A Bit Strong But…;48;134.982;Arctic Monkeys - Perhaps Vampires Is A Bit Strong But…
2006;Saosin;0;Voices;52;17.996.200.000.000.000;Saosin - Voices
2006;U2;0;With Or Without You;50;109.92;U2 - With Or Without You
2006;Escape the Fate;0;The Guillotine;51;100.044;Escape the Fate - The Guillotine
2006;Three Days Grace;0;One X;50;126.973;Three Days Grace - One X
2006;The Killers;0;Exitlude;55;138.923;The Killers - Exitlude
2006;Hillsong UNITED;0;The Stand - Live;48;141.188;Hillsong UNITED - The Stand - Live
2006;Josh Turner;0;Me And God;49;153.362;Josh Turner - Me And God
2006;T.I.;1;Why You Wanna;51;96.046;T.I. - Why You Wanna
2006;Boys Like Girls;0;Hero / Heroine - Tom Lord-Alge Mix;47;163.929;Boys Like Girls - Hero / Heroine - Tom Lord-Alge Mix
2006;Arctic Monkeys;1;Who The Fuck Are Arctic Monkeys?;48;132.577;Arctic Monkeys - Who The Fuck Are Arctic Monkeys?
2006;Evanescence;0;Sweet Sacrifice;55;97.013;Evanescence - Sweet Sacrifice
2006;Amy Winehouse;1;Just Friends;50;95.506;Amy Winehouse - Just Friends
2006;WWE;0;I Walk Alone (Batista);54;150.131;WWE - I Walk Alone (Batista)
2006;Jesse McCartney;0;Just So You Know;57;77.983;Jesse McCartney - Just So You Know
2006;Alacranes Musical;0;Por Tu Amor - Acustic;53;133.52;Alacranes Musical - Por Tu Amor - Acustic
2006;Waylon Jennings;0;The Conversation;48;90.401;Waylon Jennings - The Conversation
"2006;Hannah Montana;0;""If We Were A Movie - From """"Hannah Montana""""/Soundtrack Version"";50;94.008;""Hannah Montana - If We Were A Movie - From """"Hannah Montana""""/Soundtrack Version""";;;;;;
2006;K-Paz De La Sierra;0;Jambalaya;48;150.297;K-Paz De La Sierra - Jambalaya
2006;Bing Crosby;0;O Holy Night - Remastered 2006;51;8.634.100.000.000.000;Bing Crosby - O Holy Night - Remastered 2006
2006;Taylor Swift;0;The Outside;47;112.982;Taylor Swift - The Outside
2006;Rise Against;0;Injection;49;105.686;Rise Against - Injection
2006;Saosin;0;Collapse;51;91.381;Saosin - Collapse
2006;Sean Paul;0;(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;47;95.824;Sean Paul - (When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version
2006;Jeremy Soule;0;Harvest Dawn;53;84.176;Jeremy Soule - Harvest Dawn
2006;TOOL;0;Wings For Marie (Pt 1);53;92.517;TOOL - Wings For Marie (Pt 1)
2006;Alan Jackson;0;I'll Fly Away;48;112.926;Alan Jackson - I'll Fly Away
2006;Craig Morgan;0;Little Bit of Life;48;96.944;Craig Morgan - Little Bit of Life
2006;The Decemberists;0;The Crane Wife 3;49;119.536;The Decemberists - The Crane Wife 3
2006;Brad Paisley;0;Winter Wonderland;49;122.646;Brad Paisley - Winter Wonderland
2006;Hank Williams III;1;Crazed Country Rebel;48;144.006;Hank Williams III - Crazed Country Rebel
2006;Rascal Flatts;0;Me And My Gang;48;108.745;Rascal Flatts - Me And My Gang
2006;Grupo Laberinto;0;El Moro De Cumpas;51;126.151;Grupo Laberinto - El Moro De Cumpas
2006;P!nk;1;Stupid Girls;57;100.04;P!nk - Stupid Girls
2006;Rise Against;0;Behind Closed Doors;49;195.165;Rise Against - Behind Closed Doors
2006;Marc Anthony;0;Te Conozco Bien;52;8.796.700.000.000.000;Marc Anthony - Te Conozco Bien
2006;Beyoncé;0;Get Me Bodied;49;96.511;Beyoncé - Get Me Bodied
2006;J Dilla;1;Workinonit;51;92.981;J Dilla - Workinonit
2006;Red Hot Chili Peppers;0;Hump de Bump;57;111.926;Red Hot Chili Peppers - Hump de Bump
2006;Bing Crosby;0;I Wish You A Merry Christmas - Remastered 2006;54;68.354;Bing Crosby - I Wish You A Merry Christmas - Remastered 2006
2006;Valentín Elizalde;0;Cómo Me Duele;54;153.134;Valentín Elizalde - Cómo Me Duele
2006;Camila;0;Abrázame;59;150.936;Camila - Abrázame
2006;Wisin & Yandel;0;Nadie Como Tu;58;92.993;Wisin & Yandel - Nadie Como Tu
2006;Marc Anthony;0;Celos;58;91.838;Marc Anthony - Celos
2006;The Chicks;0;Lullaby;49;109.396;The Chicks - Lullaby
2006;The Killers;0;Sam's Town;55;141.415;The Killers - Sam's Town
2006;Eric Church;0;Two Pink Lines;47;122.068;Eric Church - Two Pink Lines
2006;Beck;0;Think I'm In Love;49;12.986.700.000.000.000;Beck - Think I'm In Love
2006;Alacranes Musical;0;Un Idiota;49;126.59;Alacranes Musical - Un Idiota
2006;Boys Like Girls;0;Five Minutes to Midnight;46;16.396.599.999.999.900;Boys Like Girls - Five Minutes to Midnight
2006;2Pac;1;Pac's Life;55;95.306;2Pac - Pac's Life
2006;Grupo Laberinto;0;El Dorado;51;124.496;Grupo Laberinto - El Dorado
2006;Justin Timberlake;0;Until the End of Time;49;119.881;Justin Timberlake - Until the End of Time
2006;Jamey Johnson;0;Lead Me Home;46;110.56;Jamey Johnson - Lead Me Home
2006;Deftones;0;Hole in the Earth;50;205.784;Deftones - Hole in the Earth
